Unnamed: 0	Sent_1	Sent_2	Sent_3	Sent_4	Sent_5	Sent_6	Sent_7	Sent_template_1	Sent_template_2	Sent_template_3	Sent_template_4	Sent_template_5	Sent_template_6	Sent_template_7	Sent_chunks_1	Sent_chunks_2	Sent_chunks_3	Sent_chunks_4	Sent_chunks_5	Sent_chunks_6	Sent_chunks_7	Answer_1	Answer_2	Answer_3	Answer_4	Answer_5	Answer_6	Answer_7	Answer_8	Answer_label_1	Answer_label_2	Answer_label_3	Answer_label_4	Answer_label_5	Answer_label_6	Answer_label_7	Answer_label_8	Answer_value_1	Answer_value_2	Answer_value_3	Answer_value_4	Answer_value_5	Answer_value_6	Answer_value_7	Answer_value_8	Answer_template_1	Answer_template_2	Answer_template_3	Answer_template_4	Answer_template_5	Answer_template_6	Answer_template_7	Answer_template_8	Answer_chunks_1	Answer_chunks_2	Answer_chunks_3	Answer_chunks_4	Answer_chunks_5	Answer_chunks_6	Answer_chunks_7	Answer_chunks_8
16192	The author thought that the books on the effects will be published soon .	The students found that the accompanist of the musicians plays wonderfully .	Julie realized that the napkins on the table shine in the sun .	My daughter said that the writing on the door angered her mother .	My parents noticed that the dogs on the pillows of the babies fall asleep .	The reader mentioned that the leaflet on the issues in the communities was of great interest .	The spectators agreed that the producers of the film on the artists have won the award .	Prefix Subj_pl P1_pl P2_None V_pl	Prefix Subj_sg P1_pl P2_None V_sg	Prefix Subj_pl P1_sg P2_None V_pl	Prefix Subj_sg P1_sg P2_None V_sg	Prefix Subj_pl P1_pl P2_pl V_pl	Prefix Subj_sg P1_pl P2_pl V_sg	Prefix Subj_pl P1_sg P2_pl V_pl	['The author thought that', 'the books', 'on the effects', '', 'will be published soon', '.']	['The students found that', 'the accompanist', 'of the musicians', '', 'plays wonderfully', '.']	['Julie realized that', 'the napkins', 'on the table', '', 'shine in the sun', '.']	['My daughter said that', 'the writing', 'on the door', '', 'angered her mother', '.']	['My parents noticed that', 'the dogs', 'on the pillows', 'of the babies', 'fall asleep', '.']	['The reader mentioned that', 'the leaflet', 'on the issues', 'in the communities', 'was of great interest', '.']	['The spectators agreed that', 'the producers', 'of the film', 'on the artists', 'have won the award', '.']	The neighbors hoped that the owner of the parrot in the trees is coming .	The neighbors hoped that the owner of the parrot in the tree are coming .	The neighbors hoped that the owner of the parrot in the trees are coming .	The neighbors hoped that the owner of the parrot in the trees are coming .	The neighbors hoped that the owner of the parrots in the trees is coming .	The neighbors hoped that the owner of the parrot in the tree is coming .	The neighbors hoped that the owner of the parrot and the tree is coming .	The neighbors hoped that the owner of the parrot in the trees in the garden is coming .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Prefix Subj_sg P1_sg P2_pl V_sg	Prefix Subj_sg P1_sg P2_sg V_pl	Prefix Subj_sg P1_sg P2_pl V_pl	Prefix Subj_sg P1_sg P2_pl V_pl	Prefix Subj_sg P1_pl P2_pl V_sg	Prefix Subj_sg P1_sg P2_sg V_sg	Prefix Subj_sg P1_sg Conj2_sg V_sg	Prefix Subj_sg P1_sg P2_pl P3_sg V_sg	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the tree', 'are coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'are coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'are coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrots', 'in the trees', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the tree', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'and the tree', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'in the garden', 'is coming', '.']
16197	My friend wrote that the parties in the apartments bother the neighbors .	My parents mentioned that the dog on the blankets falls asleep .	The doctor noticed that the symptoms of the suffering touch the participants .	Mary says that the box with the key is on the shelf .	My friends say that the kids of my cousins in the photos look like actors .	The doctor explained that the description of the sufferings in the hospitals touches the participants .	Mary says that the items with the key of the cells are on the shelf .	Prefix Subj_pl P1_pl P2_None V_pl	Prefix Subj_sg P1_pl P2_None V_sg	Prefix Subj_pl P1_sg P2_None V_pl	Prefix Subj_sg P1_sg P2_None V_sg	Prefix Subj_pl P1_pl P2_pl V_pl	Prefix Subj_sg P1_pl P2_pl V_sg	Prefix Subj_pl P1_sg P2_pl V_pl	['My friend wrote that', 'the parties', 'in the apartments', '', 'bother the neighbors', '.']	['My parents mentioned that', 'the dog', 'on the blankets', '', 'falls asleep', '.']	['The doctor noticed that', 'the symptoms', 'of the suffering', '', 'touch the participants', '.']	['Mary says that', 'the box', 'with the key', '', 'is on the shelf', '.']	['My friends say that', 'the kids', 'of my cousins', 'in the photos', 'look like actors', '.']	['The doctor explained that', 'the description', 'of the sufferings', 'in the hospitals', 'touches the participants', '.']	['Mary says that', 'the items', 'with the key', 'of the cells', 'are on the shelf', '.']	The neighbors hoped that the owner of the parrot in the trees is coming .	The neighbors hoped that the owner of the parrot in the tree are coming .	The neighbors hoped that the owner of the parrot in the trees are coming .	The neighbors hoped that the owner of the parrot in the trees are coming .	The neighbors hoped that the owner of the birds in the trees is coming .	The neighbors hoped that the owner of the parrot in the tree is coming .	The neighbors hoped that the owner of the parrot and the tree is coming .	The neighbors hoped that the owner of the parrot in the trees in the garden is coming .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Prefix Subj_sg P1_sg P2_pl V_sg	Prefix Subj_sg P1_sg P2_sg V_pl	Prefix Subj_sg P1_sg P2_pl V_pl	Prefix Subj_sg P1_sg P2_pl V_pl	Prefix Subj_sg P1_pl P2_pl V_sg	Prefix Subj_sg P1_sg P2_sg V_sg	Prefix Subj_sg P1_sg Conj2_sg V_sg	Prefix Subj_sg P1_sg P2_pl P3_sg V_sg	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the tree', 'are coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'are coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'are coming', '.']	['The neighbors hoped that', 'the owner', 'of the birds', 'in the trees', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the tree', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'and the tree', 'is coming', '.']	['The neighbors hoped that', 'the owner', 'of the parrot', 'in the trees', 'in the garden', 'is coming', '.']
16008	The cats on the steps that my children dream about meow since yesterday evening .	The striker on the balconies that the colleagues were informed about blocks the door .	The parties in the apartment of which my friend informed me bother the children .	The party in the apartment of which my friend mentioned me bothers the neighbors .	The professors of my eyes in the photos whom my friends know look like actors .	The striker on the balconies of the bosses that the colleagues were worried about blocks the door .	The pigs of the worker in the fields that the breeders were looking at are wallowing in the pond .	Subj_pl P1_pl P2_None ROC_pl V_pl	Subj_sg P1_pl P2_None ROC_sg V_sg	Subj_pl P1_sg P2_None ROC_pl V_pl	Subj_sg P1_sg P2_None ROC_sg V_sg	Subj_pl P1_pl P2_pl ROC_pl V_pl	Subj_sg P1_pl P2_pl ROC_sg V_sg	Subj_pl P1_sg P2_pl ROC_pl V_pl	['The cats', 'on the steps', '', 'that my children dream about', 'meow since yesterday evening', '.']	['The striker', 'on the balconies', '', 'that the colleagues were informed about', 'blocks the door', '.']	['The parties', 'in the apartment', '', 'of which my friend informed me', 'bother the neighbors', '.']	['The party', 'in the apartment', '', 'of which my friend mentioned me', 'bothers the neighbors', '.']	['The professors', 'of my cousins', 'in the photos', 'whom my friends know', 'look like actors', '.']	['The striker', 'on the balconies', 'of the bosses', 'that the colleagues were worried about', 'blocks the door', '.']	['The pigs', 'of the worker', 'in the fields', 'that the breeders were looking at', 'are wallowing in the pond', '.']	The trainer of the winner of the games that the girls prefer is getting a big raise .	The trainer of the winner of the game that the girls prefer are getting a big raise .	The trainer of the winner of the games that the girls prefer are getting a big raise .	The trainer of the winner of the games that the girls prefer are getting a big raise .	The trainer of the winners of the games that the girls prefer is getting a big raise .	The trainer of the winner of the game that the girls prefer is getting a big raise .	The trainer of the winner and the game that the girls prefer is getting a big raise .	The trainer of the winner of the games in the tournament that the girls prefer is getting a big raise .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_sg P1_sg P2_pl ROC_sg V_sg	Subj_sg P1_sg P2_sg ROC_sg V_pl	Subj_sg P1_sg P2_pl ROC_sg V_pl	Subj_sg P1_sg P2_pl ROC_sg V_pl	Subj_sg P1_pl P2_pl ROC_sg V_sg	Subj_sg P1_sg P2_sg ROC_sg V_sg	Subj_sg P1_sg Conj2_sg ROC_sg V_sg	Subj_sg P1_sg P2_pl P3_sg ROC_sg V_sg	['The trainer', 'of the winner', 'of the games', 'that the girls prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'of the game', 'that the girls prefer', 'are getting a big raise', '.']	['The trainer', 'of the winner', 'of the games', 'that the girls prefer', 'are getting a big raise', '.']	['The trainer', 'of the winner', 'of the games', 'that the girls prefer', 'are getting a big raise', '.']	['The trainer', 'of the winners', 'of the games', 'that the girls prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'of the game', 'that the girls prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'and the game', 'that the girls prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'of the games', 'in the tournament', 'that the girls prefer', 'is getting a big raise', '.']
16007	The strikers on the doors that the colleagues were worried about block the door .	The thief of the bicycles that the villagers recognized has crashed .	The managers of the right that the students say have resigned .	The striker on the balcony that the colleagues were worried about blocks the tree .	The results of the sufferings in the hospitals that the doctor hears touch the participants .	The theory on the songs of the canaries which the article describes divides the researchers .	The napkins on the table of the banquets that the mother cleaned often shine in the sun .	Subj_pl P1_pl P2_None ROC_pl V_pl	Subj_sg P1_pl P2_None ROC_sg V_sg	Subj_pl P1_sg P2_None ROC_pl V_pl	Subj_sg P1_sg P2_None ROC_sg V_sg	Subj_pl P1_pl P2_pl ROC_pl V_pl	Subj_sg P1_pl P2_pl ROC_sg V_sg	Subj_pl P1_sg P2_pl ROC_pl V_pl	['The strikers', 'on the doors', '', 'that the colleagues were worried about', 'block the door', '.']	['The thief', 'of the bicycles', '', 'that the villagers recognized', 'has crashed', '.']	['The managers', 'of the right', '', 'that the students say', 'have resigned', '.']	['The striker', 'on the balcony', '', 'that the colleagues were worried about', 'blocks the door', '.']	['The results', 'of the sufferings', 'in the hospitals', 'that the doctor hears', 'touch the participants', '.']	['The theory', 'on the songs', 'of the canaries', 'which the article describes', 'divides the researchers', '.']	['The napkins', 'on the table', 'of the banquets', 'that the mother cleaned often', 'shine in the sun', '.']	The trainer of the winner of the games that the boys prefer is getting a big raise .	The trainer of the winner of the game that the boys prefer are getting a big raise .	The trainer of the winner of the games that the boys prefer are getting a big raise .	The trainer of the winner of the games that the boys prefer are getting a big raise .	The trainer of the winners of the games that the boys prefer is getting a big raise .	The trainer of the winner of the game that the boys prefer is getting a big raise .	The trainer of the winner and the game that the boys prefer is getting a big raise .	The trainer of the winner of the games in the tournament that the boys prefer is getting a big raise .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_sg P1_sg P2_pl ROC_sg V_sg	Subj_sg P1_sg P2_sg ROC_sg V_pl	Subj_sg P1_sg P2_pl ROC_sg V_pl	Subj_sg P1_sg P2_pl ROC_sg V_pl	Subj_sg P1_pl P2_pl ROC_sg V_sg	Subj_sg P1_sg P2_sg ROC_sg V_sg	Subj_sg P1_sg Conj2_sg ROC_sg V_sg	Subj_sg P1_sg P2_pl P3_sg ROC_sg V_sg	['The trainer', 'of the winner', 'of the games', 'that the boys prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'of the game', 'that the boys prefer', 'are getting a big raise', '.']	['The trainer', 'of the winner', 'of the games', 'that the boys prefer', 'are getting a big raise', '.']	['The trainer', 'of the winner', 'of the games', 'that the boys prefer', 'are getting a big raise', '.']	['The trainer', 'of the winners', 'of the games', 'that the boys prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'of the game', 'that the boys prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'and the game', 'that the boys prefer', 'is getting a big raise', '.']	['The trainer', 'of the winner', 'of the games', 'in the tournament', 'that the boys prefer', 'is getting a big raise', '.']
16180	The breeders said that the pigs of the parents are wallowing in the pond .	The president realized that the book and the privatizations excited the public .	The students learned that the managers of the right have resigned .	My cousin said that the line on the side has disappeared .	The neighbors hoped that the owners of the birds in the trees are coming .	My visitors say that the professor of my cousins in the photos looks like an actor .	My cousins observed that the boys of the owner of the villas are sleeping on the beach .	Prefix Subj_pl P1_pl P2_None V_pl	Prefix Subj_sg P1_pl P2_None V_sg	Prefix Subj_pl P1_sg P2_None V_pl	Prefix Subj_sg P1_sg P2_None V_sg	Prefix Subj_pl P1_pl P2_pl V_pl	Prefix Subj_sg P1_pl P2_pl V_sg	Prefix Subj_pl P1_sg P2_pl V_pl	['The breeders said that', 'the pigs', 'of the parents', '', 'are wallowing in the pond', '.']	['The president realized that', 'the book', 'and the privatizations', '', 'excited the public', '.']	['The students learned that', 'the managers', 'of the right', '', 'have resigned', '.']	['My cousin said that', 'the line', 'on the side', '', 'has disappeared', '.']	['The neighbors hoped that', 'the owners', 'of the birds', 'in the trees', 'are coming', '.']	['My visitors say that', 'the professor', 'of my cousins', 'in the photos', 'looks like an actor', '.']	['My cousins observed that', 'the boys', 'of the owner', 'of the villas', 'are sleeping on the beach', '.']	The children hoped that the owner of the parrot in the trees is coming .	The children hoped that the owner of the parrot in the tree are coming .	The children hoped that the owner of the parrot in the trees are coming .	The children hoped that the owner of the parrot in the trees are coming .	The children hoped that the owner of the parrots in the trees is coming .	The children hoped that the owner of the parrot in the tree is coming .	The children hoped that the owner of the parrot and the tree is coming .	The children hoped that the owner of the parrot in the trees in the garden is coming .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Prefix Subj_sg P1_sg P2_pl V_sg	Prefix Subj_sg P1_sg P2_sg V_pl	Prefix Subj_sg P1_sg P2_pl V_pl	Prefix Subj_sg P1_sg P2_pl V_pl	Prefix Subj_sg P1_pl P2_pl V_sg	Prefix Subj_sg P1_sg P2_sg V_sg	Prefix Subj_sg P1_sg Conj2_sg V_sg	Prefix Subj_sg P1_sg P2_pl P3_sg V_sg	['The children hoped that', 'the owner', 'of the parrot', 'in the trees', 'is coming', '.']	['The children hoped that', 'the owner', 'of the parrot', 'in the tree', 'are coming', '.']	['The children hoped that', 'the owner', 'of the parrot', 'in the trees', 'are coming', '.']	['The children hoped that', 'the owner', 'of the parrot', 'in the trees', 'are coming', '.']	['The children hoped that', 'the owner', 'of the parrots', 'in the trees', 'is coming', '.']	['The children hoped that', 'the owner', 'of the parrot', 'in the tree', 'is coming', '.']	['The children hoped that', 'the owner', 'of the parrot', 'and the tree', 'is coming', '.']	['The children hoped that', 'the owner', 'of the parrot', 'in the trees', 'in the garden', 'is coming', '.']
16030	The accompanists of the girls that the neighbors appreciate play wonderfully .	The kid of the men that the folks like is crying .	The strikers on the balcony that the colleagues were worried about block the tree .	The conference on the history of which the organizer told me started later than planned .	The descriptions of the stories in the hospitals that the doctor hears touch the participants .	The visit to the workshops of the craftsmen of which my niece told me is approaching .	The leaflets on the issue in the communities that the newspaper mentions were of great interest .	Subj_pl P1_pl P2_None ROC_pl V_pl	Subj_sg P1_pl P2_None ROC_sg V_sg	Subj_pl P1_sg P2_None ROC_pl V_pl	Subj_sg P1_sg P2_None ROC_sg V_sg	Subj_pl P1_pl P2_pl ROC_pl V_pl	Subj_sg P1_pl P2_pl ROC_sg V_sg	Subj_pl P1_sg P2_pl ROC_pl V_pl	['The accompanists', 'of the girls', '', 'that the neighbors appreciate', 'play wonderfully', '.']	['The kid', 'of the men', '', 'that the folks like', 'is crying', '.']	['The strikers', 'on the balcony', '', 'that the colleagues were worried about', 'block the door', '.']	['The conference', 'on the history', '', 'of which the organizer told me', 'started later than planned', '.']	['The descriptions', 'of the stories', 'in the hospitals', 'that the doctor hears', 'touch the participants', '.']	['The visit', 'to the workshops', 'of the craftsmen', 'of which my niece told me', 'is approaching', '.']	['The leaflets', 'on the issue', 'in the communities', 'that the newspaper mentions', 'were of great interest', '.']	The owner of the parrot in the trees that the neighbors want is coming .	The owner of the parrot in the tree that the neighbors want are coming .	The owner of the parrot in the trees that the neighbors want are coming .	The owner of the parrot in the trees that the neighbors want are coming .	The owner of the parrots in the trees that the neighbors want is coming .	The owner of the parrot in the tree that the neighbors want is coming .	The owner of the parrot and the tree that the neighbors want is coming .	The owner of the parrot in the trees in the garden that the neighbors want is coming .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_sg P1_sg P2_pl ROC_sg V_sg	Subj_sg P1_sg P2_sg ROC_sg V_pl	Subj_sg P1_sg P2_pl ROC_sg V_pl	Subj_sg P1_sg P2_pl ROC_sg V_pl	Subj_sg P1_pl P2_pl ROC_sg V_sg	Subj_sg P1_sg P2_sg ROC_sg V_sg	Subj_sg P1_sg Conj2_sg ROC_sg V_sg	Subj_sg P1_sg P2_pl P3_sg ROC_sg V_sg	['The owner', 'of the parrot', 'in the trees', 'that the neighbors want', 'is coming', '.']	['The owner', 'of the parrot', 'in the tree', 'that the neighbors want', 'are coming', '.']	['The owner', 'of the parrot', 'in the trees', 'that the neighbors want', 'are coming', '.']	['The owner', 'of the parrot', 'in the trees', 'that the neighbors want', 'are coming', '.']	['The owner', 'of the parrots', 'in the trees', 'that the neighbors want', 'is coming', '.']	['The owner', 'of the parrot', 'in the tree', 'that the neighbors want', 'is coming', '.']	['The owner', 'of the parrot', 'and the tree', 'that the neighbors want', 'is coming', '.']	['The owner', 'of the parrot', 'in the trees', 'in the garden', 'that the neighbors want', 'is coming', '.']
15	The striker on the balcony blocks the sign .	The professors of my doctor look like actors .	The girlfriend of the managers is sleeping on the beach .	The signs on the sides have disappeared .	The study on the problem of the drug will be published soon .	The professors of my father in the photo look like actors .	The deal with the paintings of the child was very successful .	Subj_sg P1_sg P2_None V_sg	Subj_pl P1_sg P2_None V_pl	Subj_sg P1_pl P2_None V_sg	Subj_pl P1_pl P2_None V_pl	Subj_sg P1_sg P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_sg P1_pl P2_sg V_sg	['The striker', 'on the balcony', '', 'blocks the door', '.']	['The professors', 'of my doctor', '', 'look like actors', '.']	['The girlfriend', 'of the owners', '', 'is sleeping on the beach', '.']	['The signs', 'on the sides', '', 'have disappeared', '.']	['The study', 'on the problem', 'of the drug', 'will be published soon', '.']	['The professors', 'of my father', 'in the photo', 'look like actors', '.']	['The deal', 'with the paintings', 'of the child', 'was very successful', '.']	The exhibitions with the publics of the child were very successful .	The exhibitions with the publics of the children was very successful .	The exhibitions with the publics of the child was very successful .	The exhibitions with the publics of the child was very successful .	The exhibitions with the public of the child were very successful .	The exhibitions with the publics of the children were very successful .	The exhibitions with the publics and the children were very successful .	The exhibitions with the publics of the child of the schools were very successful .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_pl P1_pl P2_sg V_pl	Subj_pl P1_pl P2_pl V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_pl P1_pl P2_pl V_pl	Subj_pl P1_pl Conj2_pl V_pl	Subj_pl P1_pl P2_sg P3_pl V_pl	['The exhibitions', 'with the publics', 'of the child', 'were very successful', '.']	['The exhibitions', 'with the publics', 'of the children', 'was very successful', '.']	['The exhibitions', 'with the publics', 'of the child', 'was very successful', '.']	['The exhibitions', 'with the publics', 'of the child', 'was very successful', '.']	['The exhibitions', 'with the public', 'of the child', 'were very successful', '.']	['The exhibitions', 'with the publics', 'of the children', 'were very successful', '.']	['The exhibitions', 'with the publics', 'and the children', 'were very successful', '.']	['The exhibitions', 'with the publics', 'of the child', 'of the schools', 'were very successful', '.']
29	The box with the card is on the shelf .	The kings of the castle have lost the plans .	The girlfriend of the fathers is sleeping on the beach .	The foods on the tables shine in the sun .	The lawyer of the roof from the village has returned .	The lawyers of the back from the village have returned .	The smell in the apartments in the basement bothers the neighbors .	Subj_sg P1_sg P2_None V_sg	Subj_pl P1_sg P2_None V_pl	Subj_sg P1_pl P2_None V_sg	Subj_pl P1_pl P2_None V_pl	Subj_sg P1_sg P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_sg P1_pl P2_sg V_sg	['The box', 'with the card', '', 'is on the shelf', '.']	['The kings', 'of the castle', '', 'have lost the plans', '.']	['The girlfriend', 'of the owners', '', 'is sleeping on the beach', '.']	['The foods', 'on the tables', '', 'shine in the sun', '.']	['The lawyer', 'of the roof', 'from the village', 'has returned', '.']	['The lawyers', 'of the thief', 'from the village', 'have returned', '.']	['The smell', 'in the apartments', 'in the basement', 'bothers the neighbors', '.']	The boxes with the moneys of the cell are on the shelf .	The boxes with the moneys of the cells is on the shelf .	The boxes with the moneys of the cell is on the shelf .	The boxes with the moneys of the cell is on the shelf .	The boxes with the money of the cell are on the shelf .	The boxes with the moneys of the cells are on the shelf .	The boxes with the moneys and the cells are on the shelf .	The boxes with the moneys of the cell of the prisoners are on the shelf .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_pl P1_pl P2_sg V_pl	Subj_pl P1_pl P2_pl V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_pl P1_pl P2_pl V_pl	Subj_pl P1_pl Conj2_pl V_pl	Subj_pl P1_pl P2_sg P3_pl V_pl	['The boxes', 'with the moneys', 'of the cell', 'are on the shelf', '.']	['The boxes', 'with the moneys', 'of the cells', 'is on the shelf', '.']	['The boxes', 'with the moneys', 'of the cell', 'is on the shelf', '.']	['The boxes', 'with the moneys', 'of the cell', 'is on the shelf', '.']	['The boxes', 'with the money', 'of the cell', 'are on the shelf', '.']	['The boxes', 'with the moneys', 'of the cells', 'are on the shelf', '.']	['The boxes', 'with the moneys', 'and the cells', 'are on the shelf', '.']	['The boxes', 'with the moneys', 'of the cell', 'of the prisoners', 'are on the shelf', '.']
6	The cat on the floor meows since yesterday evening .	The victims of the incident have filed a complaint .	The exhibition with the citys was very successful .	The managers of the questions have resigned .	The producer of the program on the artist has won the award .	The familys of the musician on the street play wonderfully .	The daughter of the musicians on the street plays wonderfully .	Subj_sg P1_sg P2_None V_sg	Subj_pl P1_sg P2_None V_pl	Subj_sg P1_pl P2_None V_sg	Subj_pl P1_pl P2_None V_pl	Subj_sg P1_sg P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_sg P1_pl P2_sg V_sg	['The cat', 'on the floor', '', 'meows since yesterday evening', '.']	['The victims', 'of the incident', '', 'have filed a complaint', '.']	['The exhibition', 'with the citys', '', 'was very successful', '.']	['The managers', 'of the questions', '', 'have resigned', '.']	['The producer', 'of the program', 'on the artist', 'has won the award', '.']	['The familys', 'of the musician', 'on the street', 'play wonderfully', '.']	['The daughter', 'of the musicians', 'on the street', 'plays wonderfully', '.']	The computers with the internets of the experiment are broken .	The computers with the internets of the experiments is broken .	The computers with the internets of the experiment is broken .	The computers with the internets of the experiment is broken .	The computers with the internet of the experiment are broken .	The computers with the internets of the experiments are broken .	The computers with the internets and the experiments are broken .	The computers with the internets of the experiment of the students are broken .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_pl P1_pl P2_sg V_pl	Subj_pl P1_pl P2_pl V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_pl P1_pl P2_pl V_pl	Subj_pl P1_pl Conj2_pl V_pl	Subj_pl P1_pl P2_sg P3_pl V_pl	['The computers', 'with the internets', 'of the experiment', 'are broken', '.']	['The computers', 'with the internets', 'of the experiments', 'is broken', '.']	['The computers', 'with the internets', 'of the experiment', 'is broken', '.']	['The computers', 'with the internets', 'of the experiment', 'is broken', '.']	['The computers', 'with the internet', 'of the experiment', 'are broken', '.']	['The computers', 'with the internets', 'of the experiments', 'are broken', '.']	['The computers', 'with the internets', 'and the experiments', 'are broken', '.']	['The computers', 'with the internets', 'of the experiment', 'of the students', 'are broken', '.']
25	The top of the car has crashed .	The successs of the reform alarm the doctors .	The thief of the bicycles has crashed .	The helicopters for the events have crashed .	The lawyer of the back from the village has returned .	The events with the painting of the child were very successful .	The girlfriend of the fathers of the villa is sleeping on the beach .	Subj_sg P1_sg P2_None V_sg	Subj_pl P1_sg P2_None V_pl	Subj_sg P1_pl P2_None V_sg	Subj_pl P1_pl P2_None V_pl	Subj_sg P1_sg P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_sg P1_pl P2_sg V_sg	['The thief', 'of the car', '', 'has crashed', '.']	['The successs', 'of the reform', '', 'alarm the doctors', '.']	['The thief', 'of the bicycles', '', 'has crashed', '.']	['The helicopters', 'for the events', '', 'have crashed', '.']	['The lawyer', 'of the back', 'from the village', 'has returned', '.']	['The events', 'with the painting', 'of the child', 'were very successful', '.']	['The girlfriend', 'of the owners', 'of the villa', 'is sleeping on the beach', '.']	The boxes with the milks of the cell are on the shelf .	The boxes with the milks of the cells is on the shelf .	The boxes with the milks of the cell is on the shelf .	The boxes with the milks of the cell is on the shelf .	The boxes with the milk of the cell are on the shelf .	The boxes with the milks of the cells are on the shelf .	The boxes with the milks and the cells are on the shelf .	The boxes with the milks of the cell of the prisoners are on the shelf .	True	agreement_error_V	agreement_error_N1	agreement_error_N2	N1_alter	N2_alter	coordination	mis_num	True	False	False	False	False	False	False	False	Subj_pl P1_pl P2_sg V_pl	Subj_pl P1_pl P2_pl V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_pl P2_sg V_sg	Subj_pl P1_sg P2_sg V_pl	Subj_pl P1_pl P2_pl V_pl	Subj_pl P1_pl Conj2_pl V_pl	Subj_pl P1_pl P2_sg P3_pl V_pl	['The boxes', 'with the milks', 'of the cell', 'are on the shelf', '.']	['The boxes', 'with the milks', 'of the cells', 'is on the shelf', '.']	['The boxes', 'with the milks', 'of the cell', 'is on the shelf', '.']	['The boxes', 'with the milks', 'of the cell', 'is on the shelf', '.']	['The boxes', 'with the milk', 'of the cell', 'are on the shelf', '.']	['The boxes', 'with the milks', 'of the cells', 'are on the shelf', '.']	['The boxes', 'with the milks', 'and the cells', 'are on the shelf', '.']	['The boxes', 'with the milks', 'of the cell', 'of the prisoners', 'are on the shelf', '.']
